title~views~uptime_y~uptime_m~uptime_d~link
We're Going To The Pumpkin Patch + More | Kids Halloween Music | Super Simple Songs~297,443~0~2~55~https://www.youtube.com/watch?v=3DJg9ciJZK7cw
The Alphabet Chant  | featuring Noodle &amp; Pals | Super Simple Songs~45,311,734~7~86~2606~https://www.youtube.com/watch?v=3DGS_cGsAnQvQ
Stormy Weather | Kids Song from Super Simple Songs~2,888,589~7~86~2606~https://www.youtube.com/watch?v=3DT1oz_d0-HtE
Uh-Huh Song + More (Yes/No Song) | Kids Songs | Super Simple Songs~10,927,194~7~86~2606~https://www.youtube.com/watch?v=3DIsHWcr4oNB0
Flap Your Wings Together | Kids Song from Super Simple Songs~1,394,342~7~86~2606~https://www.youtube.com/watch?v=3DVaARSaHa5GA
We Love Acorns | Kids Song from Super Simple Songs~1,003,330~7~86~2606~https://www.youtube.com/watch?v=3DJOQD--a225k
A Stormy Day | Treetop Family Ep.5 | Cartoon for kids~1,910,063~7~86~2606~https://www.youtube.com/watch?v=3Dyr74toetdjA
Hide And Seek | featuring Noodle &amp; Pals | Super Simple Songs~133,695,771~7~86~2606~https://www.youtube.com/watch?v=3DTt_S9qoupAk
=F0=9F=92=A4 4 HOURS =F0=9F=92=A4 | Hush Little Baby Piano Lullaby for Bedtime | Super Simple Songs~2,334,053~7~86~2606~https://www.youtube.com/watch?v=3Doi12K9uAd98
Hide and Seek | Kids Song from Super Simple Songs~926,520~7~86~2606~https://www.youtube.com/watch?v=3DtP4_XQQ8UVg
This Is The Way | Kids Songs | Super Simple Songs~2,284,837,761~7~86~2606~https://www.youtube.com/watch?v=3D4XLQpRI_wOQ
Cartoon - Sparrows Learn to Fly | Treetop Family Ep. 4 | Full Episode~1,571,965~7~86~2606~https://www.youtube.com/watch?v=3Dg3ZVCI92V_Q
Hello Little Baby Sparrows | Original Kids Song from Treetop Family~2,975,085~7~86~2606~https://www.youtube.com/watch?v=3Dlryk31wxqlQ
Five Little Monkeys Sing-along | Kids Songs | #readalong with Super Simple Songs~56,899,742~7~86~2606~https://www.youtube.com/watch?v=3DsfFwo7iQsDw
The Eensy Weensy Spider Sing-along | Kids Songs | #readalong with Super Simple Songs~7,508,508~7~86~2606~https://www.youtube.com/watch?v=3DhXrP3QEv54k
=F0=9F=92=A4 4 HOURS =F0=9F=92=A4  | Twinkle Twinkle Little Star Piano Lullaby to Help Babies Sleep | Super Simple Songs~1,770,097~7~86~2606~https://www.youtube.com/watch?v=3DeJpEAPk_-xI
BINGO Song Sing-along | Nursery Rhyme | #readalong with Super Simple Songs~61,096,572~7~86~2606~https://www.youtube.com/watch?v=3DyNnfd0wMEso
Wheels On The Bus Sing-along | Nursery Rhyme | #readalong with Super Simple Songs~161,902,061~7~86~2606~https://www.youtube.com/watch?v=3DcjyRJc5lZb0
Old McDonald Had A Farm Sing-along | Nursery Rhyme | #readalong with Super Simple Songs~163,304,052~7~86~2606~https://www.youtube.com/watch?v=3De5BwVmidYwQ
This is the Way + More | Kids Songs | Super Simple Songs~80,197,622~7~86~2606~https://www.youtube.com/watch?v=3DqZIQ5njx0LA
Squirrel's Buried Treasure | Treetop Family Ep.3 | Cartoon for kids~1,265,177~7~86~2606~https://www.youtube.com/watch?v=3DIt-Eo_Kq6rE
Walking Walking + More | Nursery Rhymes &amp; Kids Songs | Super Simple Songs~49,659,983~7~86~2606~https://www.youtube.com/watch?v=3DF7t8ElO97yk
I Have A Pet | Original Nursery Rhymes + More | Super Simple Songs~13,376,955~7~86~2606~https://www.youtube.com/watch?v=3D6fz-FsHYMJ8
Mystery Box #3 | Original Nursery Rhymes + More | Super Simple Songs~4,981,880~7~86~2606~https://www.youtube.com/watch?v=3DiqYc5DZkdrk
Mystery Box #3 | Original Nursery Rhyme | Super Simple Songs~2,274,819~7~86~2606~https://www.youtube.com/watch?v=3DBd1yjm_zopI
Do You Like Spaghetti Yogurt? | + More Nursery Rhymes | Super Simple Songs~44,177,648~7~86~2606~https://www.youtube.com/watch?v=3Di90w52ZtioQ
Days Of The Week + More | Nursery Rhymes Collection | Super Simple Songs~52,531,364~7~86~2606~https://www.youtube.com/watch?v=3DeiE7MLBe4es
Days Of The Week Song | Kids Songs | Super Simple Songs~22,635,231~7~86~2606~https://www.youtube.com/watch?v=3DloINl3Ln6Ck
Cartoon For Kids | Treetop Family Ep.2 | Hide and Seek~1,450,621~7~86~2606~https://www.youtube.com/watch?v=3DXWoxsRGkAwo
Cartoon | Hello Baby Sparrows | Treetop Family Ep.1 | Cartoon for kids~2,567,596~7~86~2606~https://www.youtube.com/watch?v=3De6Vz_x-y-IA
Treetop Family Theme Song |  Super Simple Songs~2,536,078~7~86~2606~https://www.youtube.com/watch?v=3DekUgiRynL2Q
Do You Like Lasagna Milkshakes? | Ice Cream and Lasagna!? | Super Simple Songs~851,532,934~7~86~2606~https://www.youtube.com/watch?v=3D13mftBvRmvM
&quot;Treetop Family&quot; Trailer | Animated Series from Super Simple Songs~921,456~7~86~2606~https://www.youtube.com/watch?v=3DCTz-L9nUZhc
Walking Walking | featuring Noodle &amp; Pals | Super Simple Songs~308,154,382~7~86~2606~https://www.youtube.com/watch?v=3DfPMjnlTEZwU
Brahms' Lullaby =E2=99=A5 2 HOURS =E2=99=A5 Bedtime Music for Babies and Toddlers~961,010~7~86~2606~https://www.youtube.com/watch?v=3DeMhGm5LrBDs
What Do You Hear? + More | Nursery Rhymes | Super Simple Songs~24,712,429~7~86~2606~https://www.youtube.com/watch?v=3DJQPMAumkudY
Rain Rain Go Away + More | Nursery Rhymes | Super Simple Songs~41,661,685~7~86~2606~https://www.youtube.com/watch?v=3DtfteCPMkKJE
Seven Steps | featuring Noodle &amp; Pals | Super Simple Songs~105,709,835~7~86~2606~https://www.youtube.com/watch?v=3Dkz_EQSfFx0g
Twinkle Twinkle Little Star | Bedtime Lullaby | Piano Music | Super Simple Songs~1,726,481~7~86~2606~https://www.youtube.com/watch?v=3DdUXvkLajeo8
Mystery Box #2 | Kids Song | Super Simple Songs~2,528,094~7~86~2606~https://www.youtube.com/watch?v=3D4pfuapihZhI
Hush Little Baby | Bedtime Lullaby | Piano Music | Super Simple Songs~2,468,698~7~86~2606~https://www.youtube.com/watch?v=3DOheHnFixwVk
The Itsy Bitsy Spider + More | Kids Songs | Super Simple Songs~98,673,390~7~86~2606~https://www.youtube.com/watch?v=3DTbKI-jjpPx8
Super Simple Songs - Animals | Complete DVD | Animal Songs for Kids~3,672,121~7~86~2606~https://www.youtube.com/watch?v=3D2lmVPBeVoWU
Rock Scissors Paper + More | Kids Songs &amp; Nursery Rhymes | Super Simple Songs~20,059,332~7~86~2606~https://www.youtube.com/watch?v=3DaAaCq2t5fUg
Brahms' Lullaby | Bedtime Music | Super Simple Songs~1,308,454~7~86~2606~https://www.youtube.com/watch?v=3DpeO2zgnEwJ4
Do You Like Pickle Pudding? | Super Simple Songs~126,664,059~7~86~2606~https://www.youtube.com/watch?v=3DMfb--R1fhtQ
Skidamarink + More | Nursery Rhymes | Super Simple Songs~9,269,379~7~86~2606~https://www.youtube.com/watch?v=3D_6crTXWqNwg
Mystery Box #1 | Preschool  Song | Super Simple Songs~6,519,683~7~86~2606~https://www.youtube.com/watch?v=3DEULQrI3aVik
See You Later, Alligator | Goodbye Song | Super Simple Songs~8,447,716~7~86~2606~https://www.youtube.com/watch?v=3DUQfvAlmr5g0
Clean Up Song + More | Kids Songs and Nursery Rhymes | Super Simple Songs~14,356,041~7~86~2606~https://www.youtube.com/watch?v=3DnsumE3hdj1I
Hello Song + More | Kids Songs and Nursery Rhymes | Super Simple Songs~16,448,022~7~86~2606~https://www.youtube.com/watch?v=3DCSqVcTcQ_pc
Let's Take A Picture + More | Kids Songs &amp; Nursery Rhymes | Super Simple Songs~14,112,025~7~86~2606~https://www.youtube.com/watch?v=3D9w0wJrwNyxg
Who Took The Cookie? + More | Kids Songs and Nursery Rhymes | Super Simple Songs~30,354,827~7~86~2606~https://www.youtube.com/watch?v=3Dmj6l_5vDEAY
Goodbye, Snowman | Christmas Song for Kids | Super Simple Songs~11,577,089~7~86~2606~https://www.youtube.com/watch?v=3DNu3R6d54KNo
S-A-N-T-A + More | Kids Songs | Super Simple Songs~12,972,470~7~86~2606~https://www.youtube.com/watch?v=3DG5AziK_oF8A
10 Little Elves + More | Kids Song Collection | Super Simple Songs~2,280,160~7~86~2606~https://www.youtube.com/watch?v=3D9epNpaGtLic
Santa, Where Are You? | Kids Christmas Song | Super Simple Songs~10,801,604~7~86~2606~https://www.youtube.com/watch?v=3D3PcmHSPVlKY
We Wish You a Merry Christmas + More | Christmas Songs for Kids | Super Simple Songs~22,289,139~7~86~2606~https://www.youtube.com/watch?v=3DsJq7tFYmQyc
Jingle Jingle Little Bell (to the tune of Twinkle Twinkle Little Star) | Super Simple Songs~14,454,601~7~86~2606~https://www.youtube.com/watch?v=3DVJXg2xmdG7k
Little Snowflake + More | Nursery Rhymes &amp; Kids Songs | Super Simple Songs~73,562,038~7~86~2606~https://www.youtube.com/watch?v=3D-c-pm_6kvyU
10 Little Elves | Christmas Song For Kids | Super Simple Songs~62,313,550~7~86~2606~https://www.youtube.com/watch?v=3DKzPNNAogq3w
I'm A Little Snowman + More | Kids Songs Collection | Super Simple Songs~9,729,472~7~86~2606~https://www.youtube.com/watch?v=3DIbkSoGMpZVg
Bye Bye Goodbye | Goodbye Song for Kids | Super Simple Songs~37,493,717~7~86~2606~https://www.youtube.com/watch?v=3DPraN5ZoSjiY
Uh-huh! | Original Nursery Rhyme | Super Simple Songs~25,393,476~7~86~2606~https://www.youtube.com/watch?v=3DXgTNWZMpzFo
Clean Up Song | Kids Song for Tidying Up | Super Simple Songs~37,854,822~7~86~2606~https://www.youtube.com/watch?v=3DSFE0mMWbA-Y
Put On Your Shoes + More | Kids Songs Collection | Super Simple Songs~214,704,192~7~86~2606~https://www.youtube.com/watch?v=3DHf6oXuf7VbA
Welcome to Super Simple Songs!~6,523,064~7~86~2606~https://www.youtube.com/watch?v=3DFMj4fyy9xrc
Five Little Pumpkins + More | Counting Songs &amp; Nursery Rhymes | Super Simple Songs~191,783,895~7~86~2606~https://www.youtube.com/watch?v=3DPDnXXgK-OXI
The Skeleton Dance + More | Dance Songs for Kids | Super Simple Songs~34,814,189~8~98~2972~https://www.youtube.com/watch?v=3DqeSSmNRBlgY
Go Away! + More | Kids Songs Collection | Super Simple Songs~102,412,664~8~98~2972~https://www.youtube.com/watch?v=3DuXz8RnTn5Xw
Knock Knock, Trick Or Treat |  Halloween Songs &amp; More | Super Simple Songs~34,586,378~8~98~2972~https://www.youtube.com/watch?v=3DiOHZHMCPWvE
The Alphabet Song + More | Kids Songs | Super Simple Songs~25,944,183~8~98~2972~https://www.youtube.com/watch?v=3Dl-sEZaHet8c
Make A Circle | Preschool Song | Super Simple Songs~42,793,062~8~98~2972~https://www.youtube.com/watch?v=3DALcL3MuU4xQ
Shape Songs + More | Nursery Rhymes | Super Simple Songs~36,003,517~8~98~2972~https://www.youtube.com/watch?v=3DA2TLW0WBLow
We All Fall Down | Walk Around The Circle Song | Super Simple Songs~21,007,310~8~98~2972~https://www.youtube.com/watch?v=3DJRMAptlBgTk
Head Shoulders Knees &amp; Toes + More | Nursery Rhymes | Super Simple Songs~29,079,786~8~98~2972~https://www.youtube.com/watch?v=3DD3Vpnkwjblc
The Pinocchio | Nursery Rhymes | Super Simple Songs~86,829,780~8~98~2972~https://www.youtube.com/watch?v=3DJV-D_K4drsA
The Making Of &quot;Say Cheese&quot; | Behind-The-Scenes | Super Simple Songs~1,063,645~8~98~2972~https://www.youtube.com/watch?v=3D8tJdU5bfY7Y
Say Cheese! (Let's Take A Picture) | Nursery Rhymes | Super Simple Songs~16,387,974~8~98~2972~https://www.youtube.com/watch?v=3DOBSx0laWFZk
Do You Like Broccoli Ice Cream? + More | Nursery Rhymes | Super Simple Songs~97,928,426~8~98~2972~https://www.youtube.com/watch?v=3DGOCroTBFlFw
Sweet Dreams + More | Nursery Rhymes &amp; Lullabies | Super Simple Songs~239,070,447~8~98~2972~https://www.youtube.com/watch?v=3DTqfMHH67KJA
Hello Hello! Can You Clap Your Hands? | Original  Kids Song | Super Simple Songs~91,817,168~8~98~2972~https://www.youtube.com/watch?v=3DfN1Cyr0ZK9M
Who Took The Cookie? | Nursery Rhyme | Super Simple Songs~252,206,156~8~98~2972~https://www.youtube.com/watch?v=3DOzKY5YHnOTg
The Bath Song | Original Kids Song | Super Simple Songs~53,680,824~8~98~2972~https://www.youtube.com/watch?v=3DHVYXHMY7wvo
Counting Bananas + More | Kids Songs &amp; Nursery Rhymes | Super Simple Songs~25,866,787~8~98~2972~https://www.youtube.com/watch?v=3DN-6bxyzyHZs
Head Shoulders Knees &amp; Toes (Speeding Up) | Nursery Rhyme | Super Simple Songs~43,791,736~8~98~2972~https://www.youtube.com/watch?v=3DWX8HmogNyCY
The Pinocchio + More | Kids Songs | Nursery Rhymes | Super Simple Songs~25,591,055~8~98~2972~https://www.youtube.com/watch?v=3DV4BbE5OWNzw
My Teddy Bear + More | Kids Songs &amp; Nursery Rhymes | Super Simple Songs~33,038,914~8~98~2972~https://www.youtube.com/watch?v=3DagFzFL_HL3Y
Rock Scissors Paper #2 | Finger Play Song | Super Simple Songs~43,756,591~8~98~2972~https://www.youtube.com/watch?v=3D3noL0nBOD4M
Yes, I Can! + More | Kids Songs | Nursery Rhymes | Super Simple Songs~20,233,177~8~98~2972~https://www.youtube.com/watch?v=3DRedcuuQPmhY
The Shape Song #2 | Super Simple Songs~61,413,180~8~98~2972~https://www.youtube.com/watch?v=3D03pyY9C2Pm8
After A While, Crocodile | Super Simple Songs~25,475,249~8~98~2972~https://www.youtube.com/watch?v=3D-EJGW7QVG2s
Five Little Monkeys | + More Super Simple Songs &amp; Nursery Rhymes~89,206,289~8~98~2972~https://www.youtube.com/watch?v=3DVTmmoaO2M_U
Do You Like Spaghetti Yogurt? | Super Simple Songs~231,636,997~8~98~2972~https://www.youtube.com/watch?v=3DddDN30evKPc
The Shape Song #1 | Super Simple Songs~57,366,415~8~98~2972~https://www.youtube.com/watch?v=3DTJhfl5vdxp4
Let's Go To The Zoo | + More Super Simple Songs~25,041,018~8~98~2972~https://www.youtube.com/watch?v=3DeL_fl1Ebt7c
Rock Scissors Paper #1 | Finger Play Song | Super Simple Songs~114,909,752~8~98~2972~https://www.youtube.com/watch?v=3DP65yE_EXLd8
How's The Weather? | + More Super Simple Songs~12,130,219~8~98~2972~https://www.youtube.com/watch?v=3DJ1X3t5ErqfM
We All Fall Down | + More Super Simple Songs~20,738,325~8~98~2972~https://www.youtube.com/watch?v=3D1dUJVrEopYE
Rain Rain Go Away | Super Simple Songs | Sesame Street Nursery Rhyme Week~227,824,375~8~98~2972~https://www.youtube.com/watch?v=3DLFrKYjrIDs8
The Eensy Weensy Spider | Kids Songs | Super Simple Songs~54,074,609~8~98~2972~https://www.youtube.com/watch?v=3Dbne3Ix_tJL8
The Bath Song + More! | Super Simple Songs~368,700,255~8~98~2972~https://www.youtube.com/watch?v=3DCG8F-6dZk8k
Open Shut Them + More | Super Simple Songs~34,706,354~8~98~2972~https://www.youtube.com/watch?v=3D5oJCPcjeku8
Hello! | Super Simple Songs~141,254,911~8~98~2972~https://www.youtube.com/watch?v=3DtVlcKp3bWH8
Colors Song: I See Something Blue | + More Super Simple Songs~31,854,542~8~98~2972~https://www.youtube.com/watch?v=3DE-A8iFEFMUE
One Potato, Two Potatoes | + More Kids Songs and Nursery Rymes~18,562,750~8~98~2972~https://www.youtube.com/watch?v=3DGz_njDXFCSU
Walking In The Jungle | Original Nursery Rhyme | + More Super Simple Songs~15,803,112~8~98~2972~https://www.youtube.com/watch?v=3D6in9pefUExE
Top 10 Counting Songs | Learn To Count | Super Simple Songs~57,860,204~8~98~2972~https://www.youtube.com/watch?v=3D7D4K9oi7oBM
After A While, Crocodile | + More Super Simple Songs for Kids~31,776,107~8~98~2972~https://www.youtube.com/watch?v=3DoWkOkpzyD3Y
Animal Sounds Songs | + More Super Simple Songs for Kids~134,686,361~8~98~2972~https://www.youtube.com/watch?v=3DWoc5c8mePR4
One Little Finger + More | Nursery Rhymes | Super Simple Songs~68,333,946~8~98~2972~https://www.youtube.com/watch?v=3D0pAZq7VHA2I
Mary Had A Little Lamb | + More Super Simple Nursery Rhymes~15,545,247~8~98~2972~https://www.youtube.com/watch?v=3DOHWoM2hoRbc
What Do You Hear? | Animal Song | Super Simple Songs~171,041,525~8~98~2972~https://www.youtube.com/watch?v=3DYVgv1EFJZHc
Ten In The Bed + More | Super Simple Songs~13,019,721~8~98~2972~https://www.youtube.com/watch?v=3DBTQpTzEdfIM
Wag Your Tail | Animal Action Verb Song | Super Simple Songs~102,117,742~8~98~2972~https://www.youtube.com/watch?v=3DGukdT4gUlZs
Row Row Row Your Boat + More Songs For Kids~10,080,288~8~98~2972~https://www.youtube.com/watch?v=3DF-BVN97JlXc
Yes, I Can! | Animal Song For Children | Super Simple Songs~235,259,505~8~98~2972~https://www.youtube.com/watch?v=3D_Ir0Mc6Qilo
BINGO + More Top Kids Songs and Nursery Rhymes | 30 minutes~16,057,216~8~98~2972~https://www.youtube.com/watch?v=3DQZC5x0_EXYM
My Teddy Bear | Super Simple Songs~162,471,152~8~98~2972~https://www.youtube.com/watch?v=3D666UZRBO5q8
If You're Happy | + More Favorite Children's Songs~114,673,958~8~98~2972~https://www.youtube.com/watch?v=3DfYP-3q22too
Skidamarink | Children's Music | Super Simple Songs~67,328,128~8~98~2972~https://www.youtube.com/watch?v=3Dug1pI-Ephns
Old MacDonald Had A Farm | + More Kids Songs and Nursery Rhymes~215,840,311~8~98~2972~https://www.youtube.com/watch?v=3DlWhqORImND0
I'm A Little Snowman | Super Simple Songs | Winter Song For Kids~36,225,965~8~98~2972~https://www.youtube.com/watch?v=3DFczqntFwb6k
What Do You Want For Christmas? | Santa's On His Way~38,577,094~8~98~2972~https://www.youtube.com/watch?v=3DYqFP0NjoGY4
Jingle Jingle Little Bell | Kids Song Collection | Super Simple Songs~33,701,668~8~98~2972~https://www.youtube.com/watch?v=3DDW1fOw-a_m4
Decorate The Christmas Tree (to the tune of &quot;Deck The Halls&quot;) | Super Simple Songs~32,119,868~8~98~2972~https://www.youtube.com/watch?v=3DZpJCgTx_auc
Santa, Where Are You? | + More Christmas Songs for Kids | Super Simple Songs~16,074,000~8~98~2972~https://www.youtube.com/watch?v=3DjtQiwl7ZLG8
We Wish You A Merry Christmas | Super Simple Songs~23,257,427~8~98~2972~https://www.youtube.com/watch?v=3DhNkvV4PR-q0
Hickory Dickory...Crash! + More | Our Top Silly Songs for Kids~43,417,480~8~98~2972~https://www.youtube.com/watch?v=3DtF7YQKgj1yA
Super Simple Songs - Christmas DVD Trailer~2,210,250~8~98~2972~https://www.youtube.com/watch?v=3DMv920CBlsE4
Hello, Reindeer | Children's Christmas Song | Super Simple Songs~19,182,665~8~98~2972~https://www.youtube.com/watch?v=3DZUi1YJVChpg
The Wheels On The Bus + More | Nursery Rhymes | Super Simple Songs~98,658,359~8~98~2972~https://www.youtube.com/watch?v=3D3kDsNuPpK_g
Jingle Bells + More Classic Kids' Songs~12,392,897~8~98~2972~https://www.youtube.com/watch?v=3D-92GYYTkKbM
Twinkle Twinkle Little Star &amp; More | Kids Songs | Super Simple Songs~372,027,376~8~98~2972~https://www.youtube.com/watch?v=3Dwk4KHNJjpjQ
Halloween Songs for Kids! | Full DVD from Super Simple Songs~37,225,952~8~98~2972~https://www.youtube.com/watch?v=3DSe4e4_3FpZw
Super Simple Songs - Halloween DVD Trailer~2,380,719~9~110~3337~https://www.youtube.com/watch?v=3Dsg3CJFYiSH4
I Have A Pet | Animal Song | Super Simple Songs~193,460,410~9~110~3337~https://www.youtube.com/watch?v=3DpWepfJ-8XU0
Mary Had A Little Lamb | Animal Song | Super Simple Songs~97,010,192~9~110~3337~https://www.youtube.com/watch?v=3DYE7PiTwhTQk
Let's Go To The Zoo | Animal Song for Kids~83,920,499~9~110~3337~https://www.youtube.com/watch?v=3DOwRmivbNgQk
One Little Finger | featuring Noodle &amp; Pals | Super Simple Songs~872,308,667~9~110~3337~https://www.youtube.com/watch?v=3DeBVqcTEC3zQ
If You're Happy | Super Simple Songs~985,767,501~9~110~3337~https://www.youtube.com/watch?v=3Dl4WNrvVjiTw
Welcome to Super Simple Songs~3,600,532~10~122~3702~https://www.youtube.com/watch?v=3DR8lvTMyjP8g
The Animals On The Farm | Super Simple Songs~378,082,979~10~122~3702~https://www.youtube.com/watch?v=3DzXEq-QO3xTg
Walking In The Jungle | Super Simple Songs~255,543,678~10~122~3702~https://www.youtube.com/watch?v=3DGoSq-yZcJ-4
Head Shoulders Knees &amp; Toes (Learn It)~43,210,305~10~122~3702~https://www.youtube.com/watch?v=3DlMQcwNZVUO8
Jingle Bells | Super Simple Songs~95,702,541~10~122~3702~https://www.youtube.com/watch?v=3DeQ34DSTjsLQ
Open Shut Them | Super Simple Songs~76,923,736~11~134~4067~https://www.youtube.com/watch?v=3DRNUZBHlRH4Y
Good Morning, Mr. Rooster | Super Simple Songs~47,879,797~11~134~4067~https://www.youtube.com/watch?v=3D1Ziku4FLka4
The Alphabet Chant | Super Simple Songs~81,387,812~11~134~4067~https://www.youtube.com/watch?v=3DaEYcmNhz7Uc
Little Snowflake | Kids Songs | Super Simple Songs~461,264,779~11~134~4067~https://www.youtube.com/watch?v=3DtbbKjDjMDok
The Months Chant | Super Simple Songs~25,518,910~11~134~4067~https://www.youtube.com/watch?v=3Dgtc4c1JlAEM
S-A-N-T-A | Super Simple Songs~71,689,446~11~134~4067~https://www.youtube.com/watch?v=3DmGAYzlqj-aE
BINGO | Super Simple Songs~402,689,290~12~146~4433~https://www.youtube.com/watch?v=3D9mmF8zOlh_g
Super Simple ABCs Phonics Song: R - Z~26,446,394~12~146~4433~https://www.youtube.com/watch?v=3DoHcI2vtjybU
Seven Steps | Counting Song | Super Simple Songs~144,700,334~12~146~4433~https://www.youtube.com/watch?v=3DpTLtcno5_cY
Row Row Row Your Boat | Super Simple Songs~131,299,774~12~146~4433~https://www.youtube.com/watch?v=3D7otAJa3jui8
Hickory Dickory Dock | Super Simple Songs~416,669,771~12~146~4433~https://www.youtube.com/watch?v=3DHGgsklW-mtg
Skidamarink (Puppet Version) | Super Simple Songs~20,873,182~12~146~4433~https://www.youtube.com/watch?v=3D7vPzg7VLUsY
=E3=81=8D=E3=82=89=E3=81=8D=E3=82=89=E3=81=BC=E3=81=97 (Kira Kira Boshi) - Twinkle Twinkle Little Star in Japanese~52,760,270~12~146~4433~https://www.youtube.com/watch?v=3DBIxxw06YhlE
Make A Circle - Teaching Tips~2,879,547~12~146~4433~https://www.youtube.com/watch?v=3D2dhk05i-GnI
The Skeleton Dance | Super Simple Songs~44,728,616~13~158~4798~https://www.youtube.com/watch?v=3DJpvuqj5nv6U
Twinkle Twinkle Little Star~2,120,861,543~13~158~4798~https://www.youtube.com/watch?v=3DyCjJyiqpAuU
The Pinocchio (Large Class)~2,788,132~13~158~4798~https://www.youtube.com/watch?v=3DuBJM2t4q5C8
Super Simple ABCs Phonics Song: J-R~29,820,079~13~158~4798~https://www.youtube.com/watch?v=3DFotkt0dPra0
Super Simple ABCs Phonics Song: A - I~42,391,833~13~158~4798~https://www.youtube.com/watch?v=3D1pCFfkqmU2A
Open Shut Them (&amp; Other Opposites)~3,937,920~13~158~4798~https://www.youtube.com/watch?v=3DM55R32lQvLg
Super Simple Songs and Play~3,133,819~13~158~4798~https://www.youtube.com/watch?v=3DOXODUnbhM4Y
If You're Happy - Teaching Tips~1,397,212~13~158~4798~https://www.youtube.com/watch?v=3D5QbrR-AS1uU
Goodbye, Snowman - Teaching Tips~1,081,227~13~158~4798~https://www.youtube.com/watch?v=3Dczbupx_Xp-8
Hello, My Friends (Let's Go Trick-or-Treating)~1,491,048~13~158~4798~https://www.youtube.com/watch?v=3DK8v2ErHTpTs
Count &amp; Move from Super Simple Songs~100,388,736~14~170~5163~https://www.youtube.com/watch?v=3Dg9EgE_JtEAw
Santa, Where Are You?~24,197,527~14~170~5163~https://www.youtube.com/watch?v=3DCXaOaz3a8Cg
Super Simple ABCs - &quot;A&quot; song~953,552~14~170~5163~https://www.youtube.com/watch?v=3DbaeeSczb4-s
Super Simple Phonics - &quot;L song&quot; and mini-lesson~734,753~15~182~5528~https://www.youtube.com/watch?v=3DBfp0DQpn_4I
Ten in the Bed (with six!)~7,065,189~15~182~5528~https://www.youtube.com/watch?v=3DFejjRyuOcYw
The Eensey Weensey Spider | Super Simple Songs~37,038,794~15~182~5528~https://www.youtube.com/watch?v=3DAQZNBkdxCMY
Head Shoulders Knees and Toes - Teaching Tips~1,719,791~15~182~5528~https://www.youtube.com/watch?v=3DrGeCNpxgIHE
Knock Knock, Trick or Treat? - Halloween Song~3,172,761~15~182~5528~https://www.youtube.com/watch?v=3Df4sJbEwb5os
Five Little Pumpkins - Halloween Song for Children~1,756,096~15~182~5528~https://www.youtube.com/watch?v=3DKOVSMgY5MCg
Hello! - Teaching Tips~3,408,476~15~182~5528~https://www.youtube.com/watch?v=3D8I9gz-5_h60
Rain, Rain, Go Away | Super Simple Songs~39,653,381~16~194~5894~https://www.youtube.com/watch?v=3Dc3v0rJqyCTM
Hide &amp; Seek - Teaching Tips~797,830~16~194~5894~https://www.youtube.com/watch?v=3Dg_snx3WXD0w
Who Took the Cookie? - Teaching Tips~6,615,217~16~194~5894~https://www.youtube.com/watch?v=3DEh_fRQRAgo0
ABC Song | Super Simple Songs~153,405,074~16~194~5894~https://www.youtube.com/watch?v=3D5XEN4vtH4Ic
The Alphabet Song (Let's Sing!)~18,706,205~16~194~5894~https://www.youtube.com/watch?v=3DlfoV01lLqLQ
Five Little Monkeys | Super Simple Songs~139,338,465~16~194~5894~https://www.youtube.com/watch?v=3DZhODBFQ2-bQ
SUPER-FAST Uh-Huh!~14,342,470~16~194~5894~https://www.youtube.com/watch?v=3DdRYSYAnQTuA
Clean Up Song~4,007,433~16~194~5894~https://www.youtube.com/watch?v=3D1b4gSs0KhIU
Please Sit Down and Storytime Music - Teaching Tips~1,404,605~16~194~5894~https://www.youtube.com/watch?v=3DGZyGJhXxjgo
Skidamarink!~11,001,588~16~194~5894~https://www.youtube.com/watch?v=3Du9av8ubvR-A
Days of the Week from Super Simple Songs~14,194,491~16~194~5894~https://www.youtube.com/watch?v=3D7RtvvSyHd_8
Days of the Week - Read It!~1,154,057~16~194~5894~https://www.youtube.com/watch?v=3DPo32PQoPcMI
Walking, Walking - Teaching Tips~3,008,899~16~194~5894~https://www.youtube.com/watch?v=3DnrrA9j51tQ0
Santa Claus: Lost in Japan!~897,473~16~194~5894~https://www.youtube.com/watch?v=3DO7iLl4gJJoA
What Do You Want For Christmas?~6,033,947~16~194~5894~https://www.youtube.com/watch?v=3DWSW-CepaASI
I See Something Blue~1,692,807~16~194~5894~https://www.youtube.com/watch?v=3Duwm1xfvbV5A
Knock Knock Hello - Teaching Tips~1,328,736~16~194~5894~https://www.youtube.com/watch?v=3DXCGKQvSz43s
Go Away! - Teaching Tips~907,526~16~194~5894~https://www.youtube.com/watch?v=3DjB4vi86_FDg
Uh-Huh! | Super Simple Songs~30,086,875~16~194~5894~https://www.youtube.com/watch?v=3DdVkPWDixDhs
Rock, Scissors, Paper - Teaching Tips~1,206,389~16~194~5894~https://www.youtube.com/watch?v=3Dl-yq7mFBkNQ
The Bath Song - Teaching Tips~1,954,155~17~206~6259~https://www.youtube.com/watch?v=3D924CDZofcSQ
